"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Jul 05 15:30:10 UTC 2026","Sun Jul 05 15:31:06 UTC 2026","55609","","tests.PaymentBillingTests","","tests.PaymentBillingTests","paymentBillingAcceptsWeirdValues","paymentBillingAcceptsWeirdValues(String, String) Billing field country accepts value: ""aB--  123-!?&%@#""",""
"passed","Sun Jul 05 14:42:46 UTC 2026","Sun Jul 05 14:43:42 UTC 2026","56261","","tests.ReviewOrderTests","","tests.ReviewOrderTests","reviewOrderPageLoadsCorrectly","reviewOrderPageLoadsCorrectly()",""
"passed","Sun Jul 05 14:41:33 UTC 2026","Sun Jul 05 14:42:04 UTC 2026","30899","","tests.LoginTests","","tests.LoginTests","userCanLoginWithAnyCredentials","userCanLoginWithAnyCredentials(String, String, String) [6] Valid given email and any password → (""bod@example.com""/""Pass123"")",""
"passed","Sun Jul 05 15:00:32 UTC 2026","Sun Jul 05 15:01:29 UTC 2026","57744","","tests.OrderCompletePageTests","","tests.OrderCompletePageTests","continueShoppingButtonNavigatesBackToCatalog","continueShoppingButtonNavigatesBackToCatalog()",""
"passed","Sun Jul 05 15:12:21 UTC 2026","Sun Jul 05 15:13:06 UTC 2026","44989","","tests.CheckoutTests","","tests.CheckoutTests","checkoutAcceptsAnyNonEmptyValue","checkoutAcceptsAnyNonEmptyValue(String, String) Field fullName accepts value: ""@""",""
"passed","Sun Jul 05 14:53:48 UTC 2026","Sun Jul 05 14:54:14 UTC 2026","26306","","tests.ProductDetailsPageTests","","tests.ProductDetailsPageTests","productDetailsAllowsColorSelection","productDetailsAllowsColorSelection()",""
"passed","Sun Jul 05 14:30:14 UTC 2026","Sun Jul 05 14:30:57 UTC 2026","42652","","tests.CatalogPageTests","","tests.CatalogPageTests","catalogDisplaysCorrectProductNameAndPrice","catalogDisplaysCorrectProductNameAndPrice()",""
"passed","Sun Jul 05 14:49:52 UTC 2026","Sun Jul 05 14:50:46 UTC 2026","53433","","tests.LogoutTests","","tests.LogoutTests","loggedInUserCanCancelLogout","loggedInUserCanCancelLogout()",""
"passed","Sun Jul 05 15:19:09 UTC 2026","Sun Jul 05 15:19:54 UTC 2026","44694","","tests.CheckoutTests","","tests.CheckoutTests","checkoutAcceptsAnyNonEmptyValue","checkoutAcceptsAnyNonEmptyValue(String, String) Field city accepts value: ""a@ 1.com-&*!?  B""",""
"passed","Sun Jul 05 15:06:29 UTC 2026","Sun Jul 05 15:07:04 UTC 2026","34685","","tests.LoggedInUserCartTests","","tests.LoggedInUserCartTests","loggedInUserCanAddProductToCart","loggedInUserCanAddProductToCart()",""
"failed","Sun Jul 05 15:15:59 UTC 2026","Sun Jul 05 15:16:56 UTC 2026","56802","","tests.PaymentBillingTests","","tests.PaymentBillingTests","paymentBillingAcceptsWeirdValues","paymentBillingAcceptsWeirdValues(String, String) Billing field address accepts value: ""a""",""
"passed","Sun Jul 05 14:49:03 UTC 2026","Sun Jul 05 14:49:48 UTC 2026","45439","","tests.PaymentTests","","tests.PaymentTests","paymentShowsAllErrorsWhenFieldsAreEmpty","paymentShowsAllErrorsWhenFieldsAreEmpty()",""
"passed","Sun Jul 05 14:44:11 UTC 2026","Sun Jul 05 14:44:47 UTC 2026","35177","","tests.LoginTests","","tests.LoginTests","userCannotLoginWithInvalidCredentials","userCannotLoginWithInvalidCredentials(String, String, String, boolean, boolean) [5] Single character username → (""@""/"""")",""
"passed","Sun Jul 05 14:51:42 UTC 2026","Sun Jul 05 14:52:20 UTC 2026","38344","","tests.ProductDetailsPageTests","","tests.ProductDetailsPageTests","productDetailsDisplaysCorrectNameAndPrice","productDetailsDisplaysCorrectNameAndPrice()",""
"failed","Sun Jul 05 15:29:15 UTC 2026","Sun Jul 05 15:30:10 UTC 2026","55472","","tests.PaymentBillingTests","","tests.PaymentBillingTests","paymentBillingAcceptsWeirdValues","paymentBillingAcceptsWeirdValues(String, String) Billing field country accepts value: ""@""",""
"passed","Sun Jul 05 15:07:20 UTC 2026","Sun Jul 05 15:08:05 UTC 2026","44867","","tests.CheckoutTests","","tests.CheckoutTests","checkoutShowsErrorMessageForMissingMandatoryField","checkoutShowsErrorMessageForMissingMandatoryField(String, String) Missing field: city",""
"passed","Sun Jul 05 14:51:23 UTC 2026","Sun Jul 05 14:52:00 UTC 2026","37750","","tests.LogoutTests","","tests.LogoutTests","loggedInUserCanLogoutSuccessfully","loggedInUserCanLogoutSuccessfully()",""
"passed","Sun Jul 05 15:06:32 UTC 2026","Sun Jul 05 15:07:20 UTC 2026","48226","","tests.CheckoutTests","","tests.CheckoutTests","checkoutShowsErrorMessageForMissingMandatoryField","checkoutShowsErrorMessageForMissingMandatoryField(String, String) Missing field: address",""
"passed","Sun Jul 05 14:42:35 UTC 2026","Sun Jul 05 14:43:08 UTC 2026","32789","","tests.LoginTests","","tests.LoginTests","userCannotLoginWithInvalidCredentials","userCannotLoginWithInvalidCredentials(String, String, String, boolean, boolean) [2] Valid email, empty password → (""iskra@iskra.com""/"""")",""
"failed","Sun Jul 05 15:31:06 UTC 2026","Sun Jul 05 15:32:01 UTC 2026","55144","","tests.PaymentBillingTests","","tests.PaymentBillingTests","paymentBillingShowsErrorsWhenFieldsAreEmpty","paymentBillingShowsErrorsWhenFieldsAreEmpty()",""
"failed","Sun Jul 05 15:34:52 UTC 2026","Sun Jul 05 15:35:49 UTC 2026","57327","","tests.PaymentBillingTests","","tests.PaymentBillingTests","paymentBillingShowsErrorForMissingMandatoryField","paymentBillingShowsErrorForMissingMandatoryField(String, String) Billing missing field: zipCode",""
"passed","Sun Jul 05 15:22:54 UTC 2026","Sun Jul 05 15:23:39 UTC 2026","44897","","tests.CheckoutTests","","tests.CheckoutTests","checkoutAcceptsAnyNonEmptyValue","checkoutAcceptsAnyNonEmptyValue(String, String) Field country accepts value: ""a""",""
"passed","Sun Jul 05 14:40:29 UTC 2026","Sun Jul 05 14:41:02 UTC 2026","32829","","tests.LoginTests","","tests.LoginTests","userCanLoginWithAnyCredentials","userCanLoginWithAnyCredentials(String, String, String) [4] Special characters → (""!@#$%""/""!@#$%"")",""
"passed","Sun Jul 05 15:04:41 UTC 2026","Sun Jul 05 15:05:52 UTC 2026","71475","","tests.LoggedInUserCheckoutFlowTests","","tests.LoggedInUserCheckoutFlowTests","loggedInUserCanCompleteCheckoutFlowWithMultipleProducts","loggedInUserCanCompleteCheckoutFlowWithMultipleProducts()",""
"passed","Sun Jul 05 14:52:24 UTC 2026","Sun Jul 05 14:53:15 UTC 2026","51126","","tests.PaymentTests","","tests.PaymentTests","paymentRejectsInvalidValues","paymentRejectsInvalidValues(String, String) Field expirationDate rejects value: ""a""",""
"failed","Sun Jul 05 15:23:35 UTC 2026","Sun Jul 05 15:24:32 UTC 2026","57021","","tests.PaymentBillingTests","","tests.PaymentBillingTests","paymentBillingAcceptsWeirdValues","paymentBillingAcceptsWeirdValues(String, String) Billing field zipCode accepts value: ""1""",""
"passed","Sun Jul 05 15:15:21 UTC 2026","Sun Jul 05 15:16:08 UTC 2026","46556","","tests.CheckoutTests","","tests.CheckoutTests","checkoutAcceptsAnyNonEmptyValue","checkoutAcceptsAnyNonEmptyValue(String, String) Field address accepts value: ""@""",""
"passed","Sun Jul 05 14:33:29 UTC 2026","Sun Jul 05 14:34:22 UTC 2026","53084","","tests.PaymentTests","","tests.PaymentTests","paymentAcceptsSomeNonEmptyValue","paymentAcceptsSomeNonEmptyValue(String, String) Field fullName accepts value: ""abc123!@#""",""
"passed","Sun Jul 05 14:30:29 UTC 2026","Sun Jul 05 14:31:40 UTC 2026","70342","","tests.PaymentTests","","tests.PaymentTests","paymentAcceptsSomeNonEmptyValue","paymentAcceptsSomeNonEmptyValue(String, String) Field fullName accepts value: ""a""",""
"passed","Sun Jul 05 14:41:02 UTC 2026","Sun Jul 05 14:41:33 UTC 2026","31396","","tests.LoginTests","","tests.LoginTests","userCanLoginWithAnyCredentials","userCanLoginWithAnyCredentials(String, String, String) [5] Valid Email format and any password → (""test@user.com""/""whatever"")",""
"failed","Sun Jul 05 15:27:21 UTC 2026","Sun Jul 05 15:28:18 UTC 2026","56999","","tests.PaymentBillingTests","","tests.PaymentBillingTests","paymentBillingAcceptsWeirdValues","paymentBillingAcceptsWeirdValues(String, String) Billing field country accepts value: ""a""",""
"passed","Sun Jul 05 15:07:41 UTC 2026","Sun Jul 05 15:08:18 UTC 2026","36365","","tests.LoggedInUserCartTests","","tests.LoggedInUserCartTests","loggedInUserCanIncreaseAndDecreaseQuantityOfProductInCart","loggedInUserCanIncreaseAndDecreaseQuantityOfProductInCart()",""
"passed","Sun Jul 05 14:35:14 UTC 2026","Sun Jul 05 14:36:06 UTC 2026","52009","","tests.PaymentTests","","tests.PaymentTests","paymentAcceptsSomeNonEmptyValue","paymentAcceptsSomeNonEmptyValue(String, String) Field cardNumber accepts value: ""abc--1@-/$&*'""",""
"passed","Sun Jul 05 14:45:51 UTC 2026","Sun Jul 05 14:46:22 UTC 2026","30384","","tests.LoginTests","","tests.LoginTests","userCannotLoginWhenLockedOut","userCannotLoginWhenLockedOut()",""
"passed","Sun Jul 05 15:10:50 UTC 2026","Sun Jul 05 15:11:35 UTC 2026","44897","","tests.CheckoutTests","","tests.CheckoutTests","checkoutAcceptsAnyNonEmptyValue","checkoutAcceptsAnyNonEmptyValue(String, String) Field fullName accepts value: ""a""",""
"passed","Sun Jul 05 14:31:40 UTC 2026","Sun Jul 05 14:32:35 UTC 2026","55647","","tests.PaymentTests","","tests.PaymentTests","paymentAcceptsSomeNonEmptyValue","paymentAcceptsSomeNonEmptyValue(String, String) Field fullName accepts value: ""1""",""
"passed","Sun Jul 05 14:42:04 UTC 2026","Sun Jul 05 14:42:35 UTC 2026","31249","","tests.LoginTests","","tests.LoginTests","userCannotLoginWithInvalidCredentials","userCannotLoginWithInvalidCredentials(String, String, String, boolean, boolean) [1] Empty username and password → (""""/"""")",""
"passed","Sun Jul 05 14:31:14 UTC 2026","Sun Jul 05 14:31:48 UTC 2026","34502","","tests.GuestCartTests","","tests.GuestCartTests","guestCanAddProductToCart","guestCanAddProductToCart()",""
"passed","Sun Jul 05 14:58:17 UTC 2026","Sun Jul 05 14:59:33 UTC 2026","75642","","tests.OrderCompletePageTests","","tests.OrderCompletePageTests","orderCompletePageLayoutIsStable","orderCompletePageLayoutIsStable()",""
"failed","Sun Jul 05 15:21:41 UTC 2026","Sun Jul 05 15:22:38 UTC 2026","56919","","tests.PaymentBillingTests","","tests.PaymentBillingTests","paymentBillingAcceptsWeirdValues","paymentBillingAcceptsWeirdValues(String, String) Billing field city accepts value: ""@""",""
"passed","Sun Jul 05 14:45:34 UTC 2026","Sun Jul 05 14:46:26 UTC 2026","52749","","tests.PaymentTests","","tests.PaymentTests","paymentShowsErrorForMissingField","paymentShowsErrorForMissingField(String, boolean) Missing field: fullName",""
"passed","Sun Jul 05 14:39:51 UTC 2026","Sun Jul 05 14:40:29 UTC 2026","37975","","tests.LoginTests","","tests.LoginTests","userCanLoginWithAnyCredentials","userCanLoginWithAnyCredentials(String, String, String) [3] Simple username/password → (""iskra""/""password"")",""
